,daytype,hourtype,location
1,weekday,night,home
2,weekday,night,home
3,weekday,night,home
4,weekday,night,home
5,weekday,night,home
6,weekday,night,home
7,weekday,morning,home
8,weekday,morning,home
9,weekday,morning,home
10,weekday,morning,office
11,weekday,morning,office
12,weekday,morning,office
13,weekday,afternoon,office
14,weekday,afternoon,office
15,weekday,afternoon,office
16,weekday,afternoon,office
17,weekday,afternoon,office
18,weekday,afternoon,office
19,weekday,evening,home
20,weekday,evening,home
21,weekday,evening,home
22,weekday,evening,home
23,weekday,night,home
24,weekday,night,home
25,weekday,night,home
26,weekday,night,home
27,weekday,night,home
28,weekday,night,home
29,weekday,night,home
30,weekday,night,home
31,weekday,morning,home
32,weekday,morning,home
33,weekday,morning,home
34,weekday,morning,office
35,weekday,morning,office
36,weekday,morning,restaurant
37,weekday,afternoon,restaurant
38,weekday,afternoon,office
39,weekday,afternoon,office
40,weekday,afternoon,office
41,weekday,afternoon,office
42,weekday,afternoon,office
43,weekday,evening,office
44,weekday,evening,home
45,weekday,evening,home
46,weekday,evening,home
47,weekday,night,home
48,weekday,night,home
49,weekday,night,home
50,weekday,night,home
51,weekday,night,home
52,weekday,night,home
53,weekday,night,home
54,weekday,night,home
55,weekday,morning,home
56,weekday,morning,home
57,weekday,morning,home
58,weekday,morning,office
59,weekday,morning,office
60,weekday,morning,restaurant
61,weekday,afternoon,restaurant
62,weekday,afternoon,campus
63,weekday,afternoon,campus
64,weekday,afternoon,campus
65,weekday,afternoon,campus
66,weekday,afternoon,home
67,weekday,evening,home
68,weekday,evening,home
69,weekday,evening,home
70,weekday,evening,store
71,weekday,night,store
72,weekday,night,home
73,weekend,night,home
74,weekend,night,home
75,weekend,night,home
76,weekend,night,home
77,weekend,night,home
78,weekend,night,home
79,weekend,morning,home
80,weekend,morning,home
81,weekend,morning,home
82,weekend,morning,home
83,weekend,morning,home
84,weekend,morning,home
85,weekend,afternoon,home
86,weekend,afternoon,home
87,weekend,afternoon,home
88,weekend,afternoon,home
89,weekend,afternoon,home
90,weekend,afternoon,home
91,weekend,evening,home
92,weekend,evening,home
93,weekend,evening,home
94,weekend,evening,home
95,weekend,night,home
96,weekend,night,home
97,weekend,night,home
98,weekend,night,home
99,weekend,night,home
100,weekend,night,home
101,weekend,night,home
102,weekend,night,home
103,weekend,morning,home
104,weekend,morning,home
105,weekend,morning,home
106,weekend,morning,home
107,weekend,morning,home
108,weekend,morning,home
109,weekend,afternoon,home
110,weekend,afternoon,restaurant
111,weekend,afternoon,restaurant
112,weekend,afternoon,home
113,weekend,afternoon,home
114,weekend,afternoon,home
115,weekend,evening,home
116,weekend,evening,home
117,weekend,evening,home
118,weekend,evening,home
119,weekend,night,home
120,weekend,night,home
121,weekday,night,home
122,weekday,night,home
123,weekday,night,home
124,weekday,night,home
125,weekday,night,home
126,weekday,night,home
127,weekday,morning,home
128,weekday,morning,home
129,weekday,morning,campus
130,weekday,morning,campus
131,weekday,morning,campus
132,weekday,morning,office
133,weekday,afternoon,restaurant
134,weekday,afternoon,office
135,weekday,afternoon,office
136,weekday,afternoon,office
137,weekday,afternoon,office
138,weekday,afternoon,office
139,weekday,evening,store
140,weekday,evening,home
141,weekday,evening,home
142,weekday,evening,home
143,weekday,night,home
144,weekday,night,home
145,weekday,night,home
146,weekday,night,home
147,weekday,night,home
148,weekday,night,home
149,weekday,night,home
150,weekday,night,home
151,weekday,morning,home
152,weekday,morning,home
153,weekday,morning,home
154,weekday,morning,home
155,weekday,morning,office
156,weekday,morning,restaurant
157,weekday,afternoon,restaurant
158,weekday,afternoon,office
159,weekday,afternoon,office
160,weekday,afternoon,office
161,weekday,afternoon,office
162,weekday,afternoon,office
163,weekday,evening,home
164,weekday,evening,home
165,weekday,evening,home
166,weekday,evening,home
167,weekday,night,home
168,weekday,night,home
169,weekday,night,home
170,weekday,night,home
171,weekday,night,home
172,weekday,night,home
173,weekday,night,home
174,weekday,night,home
175,weekday,morning,home
176,weekday,morning,home
177,weekday,morning,restaurant
178,weekday,morning,appointment
179,weekday,morning,appointment
180,weekday,morning,restaurant
181,weekday,afternoon,restaurant
182,weekday,afternoon,campus
183,weekday,afternoon,campus
184,weekday,afternoon,campus
185,weekday,afternoon,campus
186,weekday,afternoon,campus
187,weekday,evening,restaurant
188,weekday,evening,home
189,weekday,evening,home
190,weekday,evening,home
191,weekday,night,home
192,weekday,night,home
193,weekday,night,home
194,weekday,night,home
195,weekday,night,home
196,weekday,night,home
197,weekday,night,home
198,weekday,night,home
199,weekday,morning,home
200,weekday,morning,home
201,weekday,morning,home
202,weekday,morning,office
203,weekday,morning,office
204,weekday,morning,restaurant
205,weekday,afternoon,restaurant
206,weekday,afternoon,office
207,weekday,afternoon,office
208,weekday,afternoon,office
209,weekday,afternoon,office
210,weekday,afternoon,office
211,weekday,evening,office
212,weekday,evening,home
213,weekday,evening,store
214,weekday,evening,store
215,weekday,night,home
216,weekday,night,home
217,weekday,night,home
218,weekday,night,home
219,weekday,night,home
220,weekday,night,home
221,weekday,night,home
222,weekday,night,home
223,weekday,morning,home
224,weekday,morning,home
225,weekday,morning,home
226,weekday,morning,office
227,weekday,morning,office
228,weekday,morning,restaurant
229,weekday,afternoon,restaurant
230,weekday,afternoon,campus
231,weekday,afternoon,campus
232,weekday,afternoon,campus
233,weekday,afternoon,campus
234,weekday,afternoon,campus
235,weekday,evening,restaurant
236,weekday,evening,home
237,weekday,evening,home
238,weekday,evening,home
239,weekday,night,home
240,weekday,night,home
241,weekend,night,home
242,weekend,night,home
243,weekend,night,home
244,weekend,night,home
245,weekend,night,home
246,weekend,night,home
247,weekend,morning,home
248,weekend,morning,home
249,weekend,morning,home
250,weekend,morning,home
251,weekend,morning,home
252,weekend,morning,home
253,weekend,afternoon,restaurant
254,weekend,afternoon,restaurant
255,weekend,afternoon,home
256,weekend,afternoon,home
257,weekend,afternoon,home
258,weekend,afternoon,appointment
259,weekend,evening,appointment
260,weekend,evening,store
261,weekend,evening,restaurant
262,weekend,evening,home
263,weekend,night,home
264,weekend,night,home
265,weekend,night,home
266,weekend,night,home
267,weekend,night,home
268,weekend,night,home
269,weekend,night,home
270,weekend,night,home
271,weekend,morning,home
272,weekend,morning,home
273,weekend,morning,home
274,weekend,morning,home
275,weekend,morning,home
276,weekend,morning,home
277,weekend,afternoon,restaurant
278,weekend,afternoon,restaurant
279,weekend,afternoon,home
280,weekend,afternoon,home
281,weekend,afternoon,home
282,weekend,afternoon,home
283,weekend,evening,store
284,weekend,evening,restaurant
285,weekend,evening,home
286,weekend,evening,home
287,weekend,night,home
288,weekend,night,home
289,weekday,night,home
290,weekday,night,home
291,weekday,night,home
292,weekday,night,home
293,weekday,night,home
294,weekday,night,home
295,weekday,morning,home
296,weekday,morning,home
297,weekday,morning,home
298,weekday,morning,office
299,weekday,morning,office
300,weekday,morning,restaurant
301,weekday,afternoon,office
302,weekday,afternoon,office
303,weekday,afternoon,office
304,weekday,afternoon,office
305,weekday,afternoon,office
306,weekday,afternoon,office
307,weekday,evening,home
308,weekday,evening,home
309,weekday,evening,home
310,weekday,evening,home
311,weekday,night,home
312,weekday,night,home
313,weekday,night,home
314,weekday,night,home
315,weekday,night,home
316,weekday,night,home
317,weekday,night,home
318,weekday,night,home
319,weekday,morning,home
320,weekday,morning,home
321,weekday,morning,home
322,weekday,morning,home
323,weekday,morning,office
324,weekday,morning,restaurant
325,weekday,afternoon,restaurant
326,weekday,afternoon,office
327,weekday,afternoon,office
328,weekday,afternoon,office
329,weekday,afternoon,office
330,weekday,afternoon,office
331,weekday,evening,store
332,weekday,evening,home
333,weekday,evening,home
334,weekday,evening,home
335,weekday,night,home
336,weekday,night,home
337,weekday,night,home
338,weekday,night,home
339,weekday,night,home
340,weekday,night,home
341,weekday,night,home
342,weekday,night,home
343,weekday,morning,home
344,weekday,morning,home
345,weekday,morning,home
346,weekday,morning,office
347,weekday,morning,office
348,weekday,morning,restaurant
349,weekday,afternoon,office
350,weekday,afternoon,office
351,weekday,afternoon,campus
352,weekday,afternoon,campus
353,weekday,afternoon,campus
354,weekday,afternoon,home
355,weekday,evening,home
356,weekday,evening,home
357,weekday,evening,home
358,weekday,evening,home
359,weekday,night,home
360,weekday,night,home
361,weekday,night,home
362,weekday,night,home
363,weekday,night,home
364,weekday,night,home
365,weekday,night,home
366,weekday,night,home
367,weekday,morning,home
368,weekday,morning,home
369,weekday,morning,home
370,weekday,morning,office
371,weekday,morning,office
372,weekday,morning,office
373,weekday,afternoon,office
374,weekday,afternoon,office
375,weekday,afternoon,office
376,weekday,afternoon,office
377,weekday,afternoon,office
378,weekday,afternoon,office
379,weekday,evening,office
380,weekday,evening,home
381,weekday,evening,home
382,weekday,evening,home
383,weekday,night,home
384,weekday,night,home
385,weekday,night,home
386,weekday,night,home
387,weekday,night,home
388,weekday,night,home
389,weekday,night,home
390,weekday,night,home
391,weekday,morning,home
392,weekday,morning,home
393,weekday,morning,home
394,weekday,morning,campus
395,weekday,morning,campus
396,weekday,morning,campus
397,weekday,afternoon,restaurant
398,weekday,afternoon,office
399,weekday,afternoon,office
400,weekday,afternoon,office
401,weekday,afternoon,office
402,weekday,afternoon,office
403,weekday,evening,store
404,weekday,evening,store
405,weekday,evening,restaurant
406,weekday,evening,home
407,weekday,night,home
408,weekday,night,home
409,weekend,night,home
410,weekend,night,home
411,weekend,night,home
412,weekend,night,home
413,weekend,night,home
414,weekend,night,home
415,weekend,morning,home
416,weekend,morning,home
417,weekend,morning,home
418,weekend,morning,home
419,weekend,morning,home
420,weekend,morning,home
421,weekend,afternoon,home
422,weekend,afternoon,home
423,weekend,afternoon,home
424,weekend,afternoon,home
425,weekend,afternoon,appointment
426,weekend,afternoon,appointment
427,weekend,evening,restaurant
428,weekend,evening,home
429,weekend,evening,home
430,weekend,evening,home
431,weekend,night,home
432,weekend,night,home
433,weekend,night,home
434,weekend,night,home
435,weekend,night,home
436,weekend,night,home
437,weekend,night,home
438,weekend,night,home
439,weekend,morning,home
440,weekend,morning,home
441,weekend,morning,home
442,weekend,morning,home
443,weekend,morning,home
444,weekend,morning,home
445,weekend,afternoon,home
446,weekend,afternoon,home
447,weekend,afternoon,home
448,weekend,afternoon,home
449,weekend,afternoon,home
450,weekend,afternoon,home
451,weekend,evening,home
452,weekend,evening,home
453,weekend,evening,home
454,weekend,evening,home
455,weekend,night,home
456,weekend,night,home
457,weekday,night,home
458,weekday,night,home
459,weekday,night,home
460,weekday,night,home
461,weekday,night,home
462,weekday,night,home
463,weekday,morning,home
464,weekday,morning,home
465,weekday,morning,campus
466,weekday,morning,campus
467,weekday,morning,office
468,weekday,morning,office
469,weekday,afternoon,office
470,weekday,afternoon,office
471,weekday,afternoon,office
472,weekday,afternoon,office
473,weekday,afternoon,office
474,weekday,afternoon,office
475,weekday,evening,office
476,weekday,evening,store
477,weekday,evening,home
478,weekday,evening,home
479,weekday,night,home
480,weekday,night,home
481,weekday,night,home
482,weekday,night,home
483,weekday,night,home
484,weekday,night,home
485,weekday,night,home
486,weekday,night,home
487,weekday,morning,home
488,weekday,morning,home
489,weekday,morning,home
490,weekday,morning,office
491,weekday,morning,office
492,weekday,morning,office
493,weekday,afternoon,restaurant
494,weekday,afternoon,office
495,weekday,afternoon,office
496,weekday,afternoon,office
497,weekday,afternoon,office
498,weekday,afternoon,office
499,weekday,evening,home
500,weekday,evening,home
501,weekday,evening,home
502,weekday,evening,home
503,weekday,night,home
504,weekday,night,home
505,weekday,night,home
506,weekday,night,home
507,weekday,night,home
508,weekday,night,home
509,weekday,night,home
510,weekday,night,home
511,weekday,morning,home
512,weekday,morning,home
513,weekday,morning,home
514,weekday,morning,office
515,weekday,morning,office
516,weekday,morning,office
517,weekday,afternoon,restaurant
518,weekday,afternoon,office
519,weekday,afternoon,office
520,weekday,afternoon,office
521,weekday,afternoon,office
522,weekday,afternoon,office
523,weekday,evening,office
524,weekday,evening,store
525,weekday,evening,home
526,weekday,evening,home
527,weekday,night,home
528,weekday,night,home
529,weekday,night,home
530,weekday,night,home
531,weekday,night,home
532,weekday,night,home
533,weekday,night,home
534,weekday,night,home
535,weekday,morning,home
536,weekday,morning,home
537,weekday,morning,home
538,weekday,morning,office
539,weekday,morning,office
540,weekday,morning,office
541,weekday,afternoon,office
542,weekday,afternoon,campus
543,weekday,afternoon,campus
544,weekday,afternoon,campus
545,weekday,afternoon,campus
546,weekday,afternoon,store
547,weekday,evening,home
548,weekday,evening,home
549,weekday,evening,home
550,weekday,evening,home
551,weekday,night,home
552,weekday,night,home
553,weekday,night,home
554,weekday,night,home
555,weekday,night,home
556,weekday,night,home
557,weekday,night,home
558,weekday,night,home
559,weekday,morning,home
560,weekday,morning,home
561,weekday,morning,home
562,weekday,morning,office
563,weekday,morning,office
564,weekday,morning,restaurant
565,weekday,afternoon,restaurant
566,weekday,afternoon,office
567,weekday,afternoon,office
568,weekday,afternoon,office
569,weekday,afternoon,office
570,weekday,afternoon,office
571,weekday,evening,home
572,weekday,evening,home
573,weekday,evening,home
574,weekday,evening,store
575,weekday,night,home
576,weekday,night,home
577,weekend,night,home
578,weekend,night,home
579,weekend,night,home
580,weekend,night,home
581,weekend,night,home
582,weekend,night,home
583,weekend,morning,home
584,weekend,morning,home
585,weekend,morning,home
586,weekend,morning,home
587,weekend,morning,home
588,weekend,morning,home
589,weekend,afternoon,home
590,weekend,afternoon,home
591,weekend,afternoon,home
592,weekend,afternoon,home
593,weekend,afternoon,home
594,weekend,afternoon,home
595,weekend,evening,home
596,weekend,evening,home
597,weekend,evening,home
598,weekend,evening,home
599,weekend,night,home
600,weekend,night,home
601,weekend,night,home
602,weekend,night,home
603,weekend,night,home
604,weekend,night,home
605,weekend,night,home
606,weekend,night,home
607,weekend,morning,home
608,weekend,morning,home
609,weekend,morning,home
610,weekend,morning,home
611,weekend,morning,home
612,weekend,morning,home
613,weekend,afternoon,home
614,weekend,afternoon,home
615,weekend,afternoon,home
616,weekend,afternoon,home
617,weekend,afternoon,home
618,weekend,afternoon,home
619,weekend,evening,store
620,weekend,evening,store
621,weekend,evening,restaurant
622,weekend,evening,home
623,weekend,night,home
624,weekend,night,home
625,weekday,night,home
626,weekday,night,home
627,weekday,night,home
628,weekday,night,home
629,weekday,night,home
630,weekday,night,home
631,weekday,morning,home
632,weekday,morning,home
633,weekday,morning,home
634,weekday,morning,home
635,weekday,morning,home
636,weekday,morning,home
637,weekday,afternoon,home
638,weekday,afternoon,home
639,weekday,afternoon,home
640,weekday,afternoon,home
641,weekday,afternoon,home
642,weekday,afternoon,home
643,weekday,evening,store
644,weekday,evening,home
645,weekday,evening,home
646,weekday,evening,home
647,weekday,night,home
648,weekday,night,home
649,weekday,night,home
650,weekday,night,home
651,weekday,night,home
652,weekday,night,home
653,weekday,night,home
654,weekday,night,home
655,weekday,morning,home
656,weekday,morning,home
657,weekday,morning,home
658,weekday,morning,home
659,weekday,morning,home
660,weekday,morning,home
661,weekday,afternoon,home
662,weekday,afternoon,home
663,weekday,afternoon,home
664,weekday,afternoon,home
665,weekday,afternoon,home
666,weekday,afternoon,home
667,weekday,evening,home
668,weekday,evening,home
669,weekday,evening,home
670,weekday,evening,home
671,weekday,night,home
672,weekday,night,home
673,weekday,night,home
674,weekday,night,home
675,weekday,night,home
676,weekday,night,home
677,weekday,night,home
678,weekday,night,home
679,weekday,morning,home
680,weekday,morning,home
681,weekday,morning,home
682,weekday,morning,office
683,weekday,morning,office
684,weekday,morning,restaurant
685,weekday,afternoon,office
686,weekday,afternoon,office
687,weekday,afternoon,campus
688,weekday,afternoon,campus
689,weekday,afternoon,campus
690,weekday,afternoon,home
691,weekday,evening,home
692,weekday,evening,home
693,weekday,evening,home
694,weekday,evening,home
695,weekday,night,home
696,weekday,night,home
697,weekday,night,home
698,weekday,night,home
699,weekday,night,home
700,weekday,night,home
701,weekday,night,home
702,weekday,night,home
703,weekday,morning,home
704,weekday,morning,home
705,weekday,morning,home
706,weekday,morning,home
707,weekday,morning,home
708,weekday,morning,home
709,weekday,afternoon,restaurant
710,weekday,afternoon,campus
711,weekday,afternoon,campus
712,weekday,afternoon,campus
713,weekday,afternoon,campus
714,weekday,afternoon,home
715,weekday,evening,home
716,weekday,evening,home
717,weekday,evening,home
718,weekday,evening,home
719,weekday,night,home
720,weekday,night,home
721,weekday,night,home
722,weekday,night,home
723,weekday,night,home
724,weekday,night,home
725,weekday,night,home
726,weekday,night,home
727,weekday,morning,home
728,weekday,morning,home
729,weekday,morning,office
730,weekday,morning,office
731,weekday,morning,office
732,weekday,morning,restaurant
733,weekday,afternoon,office
734,weekday,afternoon,office
735,weekday,afternoon,office
736,weekday,afternoon,office
737,weekday,afternoon,office
738,weekday,afternoon,office
739,weekday,evening,home
740,weekday,evening,home
741,weekday,evening,store
742,weekday,evening,store
743,weekday,night,home
744,weekday,night,home
745,weekend,night,home
746,weekend,night,home
747,weekend,night,home
748,weekend,night,home
749,weekend,night,home
750,weekend,night,home
751,weekend,morning,home
752,weekend,morning,home
753,weekend,morning,home
754,weekend,morning,home
755,weekend,morning,home
756,weekend,morning,home
757,weekend,afternoon,home
758,weekend,afternoon,home
759,weekend,afternoon,home
760,weekend,afternoon,home
761,weekend,afternoon,home
762,weekend,afternoon,home
763,weekend,evening,home
764,weekend,evening,home
765,weekend,evening,store
766,weekend,evening,home
767,weekend,night,home
768,weekend,night,home
769,weekend,night,home
770,weekend,night,home
771,weekend,night,home
772,weekend,night,home
773,weekend,night,home
774,weekend,night,home
775,weekend,morning,home
776,weekend,morning,home
777,weekend,morning,home
778,weekend,morning,home
779,weekend,morning,home
780,weekend,morning,home
781,weekend,afternoon,home
782,weekend,afternoon,home
783,weekend,afternoon,home
784,weekend,afternoon,home
785,weekend,afternoon,home
786,weekend,afternoon,home
787,weekend,evening,home
788,weekend,evening,home
789,weekend,evening,home
790,weekend,evening,home
791,weekend,night,home
792,weekend,night,home
793,weekday,night,home
794,weekday,night,home
795,weekday,night,home
796,weekday,night,home
797,weekday,night,home
798,weekday,night,home
799,weekday,morning,home
800,weekday,morning,home
801,weekday,morning,home
802,weekday,morning,office
803,weekday,morning,office
804,weekday,morning,office
805,weekday,afternoon,office
806,weekday,afternoon,office
807,weekday,afternoon,office
808,weekday,afternoon,office
809,weekday,afternoon,office
810,weekday,afternoon,office
811,weekday,evening,store
812,weekday,evening,home
813,weekday,evening,home
814,weekday,evening,home
815,weekday,night,home
816,weekday,night,home
817,weekday,night,home
818,weekday,night,home
819,weekday,night,home
820,weekday,night,home
821,weekday,night,home
822,weekday,night,home
823,weekday,morning,home
824,weekday,morning,home
825,weekday,morning,home
826,weekday,morning,office
827,weekday,morning,office
828,weekday,morning,office
829,weekday,afternoon,office
830,weekday,afternoon,office
831,weekday,afternoon,office
832,weekday,afternoon,office
833,weekday,afternoon,office
834,weekday,afternoon,office
835,weekday,evening,home
836,weekday,evening,home
837,weekday,evening,home
838,weekday,evening,home
839,weekday,night,home
840,weekday,night,home
841,weekday,night,home
842,weekday,night,home
843,weekday,night,home
844,weekday,night,home
845,weekday,night,home
846,weekday,night,home
847,weekday,morning,home
848,weekday,morning,home
849,weekday,morning,home
850,weekday,morning,office
851,weekday,morning,campus
852,weekday,morning,campus
853,weekday,afternoon,restaurant
854,weekday,afternoon,office
855,weekday,afternoon,office
856,weekday,afternoon,office
857,weekday,afternoon,office
858,weekday,afternoon,office
859,weekday,evening,office
860,weekday,evening,home
861,weekday,evening,home
862,weekday,evening,home
863,weekday,night,home
864,weekday,night,home
865,weekday,night,home
866,weekday,night,home
867,weekday,night,home
868,weekday,night,home
869,weekday,night,home
870,weekday,night,home
871,weekday,morning,home
872,weekday,morning,home
873,weekday,morning,home
874,weekday,morning,office
875,weekday,morning,office
876,weekday,morning,restaurant
877,weekday,afternoon,office
878,weekday,afternoon,office
879,weekday,afternoon,campus
880,weekday,afternoon,campus
881,weekday,afternoon,home
882,weekday,afternoon,home
883,weekday,evening,home
884,weekday,evening,home
885,weekday,evening,home
886,weekday,evening,home
887,weekday,night,home
888,weekday,night,home
889,weekday,night,home
890,weekday,night,home
891,weekday,night,home
892,weekday,night,home
893,weekday,night,home
894,weekday,night,home
895,weekday,morning,home
896,weekday,morning,home
897,weekday,morning,home
898,weekday,morning,office
899,weekday,morning,office
900,weekday,morning,restaurant
901,weekday,afternoon,office
902,weekday,afternoon,office
903,weekday,afternoon,appointment
904,weekday,afternoon,home
905,weekday,afternoon,home
906,weekday,afternoon,home
907,weekday,evening,home
908,weekday,evening,home
909,weekday,evening,home
910,weekday,evening,home
911,weekday,night,home
912,weekday,night,home
913,weekend,night,home
914,weekend,night,home
915,weekend,night,home
916,weekend,night,home
917,weekend,night,home
918,weekend,night,home
919,weekend,morning,home
920,weekend,morning,home
921,weekend,morning,home
922,weekend,morning,home
923,weekend,morning,home
924,weekend,morning,home
925,weekend,afternoon,home
926,weekend,afternoon,home
927,weekend,afternoon,home
928,weekend,afternoon,home
929,weekend,afternoon,home
930,weekend,afternoon,store
931,weekend,evening,theater
932,weekend,evening,theater
933,weekend,evening,theater
934,weekend,evening,restaurant
935,weekend,night,home
936,weekend,night,home
937,weekend,night,home
938,weekend,night,home
939,weekend,night,home
940,weekend,night,home
941,weekend,night,home
942,weekend,night,home
943,weekend,morning,home
944,weekend,morning,home
945,weekend,morning,home
946,weekend,morning,home
947,weekend,morning,home
948,weekend,morning,home
949,weekend,afternoon,home
950,weekend,afternoon,home
951,weekend,afternoon,home
952,weekend,afternoon,home
953,weekend,afternoon,home
954,weekend,afternoon,home
955,weekend,evening,home
956,weekend,evening,home
957,weekend,evening,home
958,weekend,evening,home
959,weekend,night,home
960,weekend,night,home
961,weekday,night,home
962,weekday,night,home
963,weekday,night,home
964,weekday,night,home
965,weekday,night,home
966,weekday,night,home
967,weekday,morning,home
968,weekday,morning,home
969,weekday,morning,campus
970,weekday,morning,campus
971,weekday,morning,office
972,weekday,morning,restaurant
973,weekday,afternoon,restaurant
974,weekday,afternoon,office
975,weekday,afternoon,office
976,weekday,afternoon,office
977,weekday,afternoon,office
978,weekday,afternoon,office
979,weekday,evening,home
980,weekday,evening,home
981,weekday,evening,home
982,weekday,evening,home
983,weekday,night,home
984,weekday,night,home
985,weekday,night,home
986,weekday,night,home
987,weekday,night,home
988,weekday,night,home
989,weekday,night,home
990,weekday,night,home
991,weekday,morning,home
992,weekday,morning,home
993,weekday,morning,home
994,weekday,morning,home
995,weekday,morning,office
996,weekday,morning,office
997,weekday,afternoon,office
998,weekday,afternoon,office
999,weekday,afternoon,office
1000,weekday,afternoon,office
1001,weekday,afternoon,office
1002,weekday,afternoon,office
1003,weekday,evening,store
1004,weekday,evening,home
1005,weekday,evening,home
1006,weekday,evening,home
1007,weekday,night,home
1008,weekday,night,home
1009,weekday,night,home
1010,weekday,night,home
1011,weekday,night,home
1012,weekday,night,home
1013,weekday,night,home
1014,weekday,night,home
1015,weekday,morning,home
1016,weekday,morning,home
1017,weekday,morning,home
1018,weekday,morning,home
1019,weekday,morning,office
1020,weekday,morning,office
1021,weekday,afternoon,office
1022,weekday,afternoon,office
1023,weekday,afternoon,campus
1024,weekday,afternoon,campus
1025,weekday,afternoon,campus
1026,weekday,afternoon,store
1027,weekday,evening,home
1028,weekday,evening,home
1029,weekday,evening,home
1030,weekday,evening,home
1031,weekday,night,home
1032,weekday,night,home
1033,weekday,night,home
1034,weekday,night,home
1035,weekday,night,home
1036,weekday,night,home
1037,weekday,night,home
1038,weekday,night,home
1039,weekday,morning,home
1040,weekday,morning,home
1041,weekday,morning,home
1042,weekday,morning,office
1043,weekday,morning,office
1044,weekday,morning,office
1045,weekday,afternoon,restaurant
1046,weekday,afternoon,office
1047,weekday,afternoon,office
1048,weekday,afternoon,office
1049,weekday,afternoon,office
1050,weekday,afternoon,office
1051,weekday,evening,office
1052,weekday,evening,home
1053,weekday,evening,home
1054,weekday,evening,home
1055,weekday,night,home
1056,weekday,night,home
1057,weekday,night,home
1058,weekday,night,home
1059,weekday,night,home
1060,weekday,night,home
1061,weekday,night,home
1062,weekday,night,home
1063,weekday,morning,home
1064,weekday,morning,home
1065,weekday,morning,home
1066,weekday,morning,home
1067,weekday,morning,office
1068,weekday,morning,office
1069,weekday,afternoon,office
1070,weekday,afternoon,office
1071,weekday,afternoon,office
1072,weekday,afternoon,office
1073,weekday,afternoon,office
1074,weekday,afternoon,home
1075,weekday,evening,store
1076,weekday,evening,store
1077,weekday,evening,store
1078,weekday,evening,restaurant
1079,weekday,night,restaurant
1080,weekday,night,home
1081,weekend,night,home
1082,weekend,night,home
1083,weekend,night,home
1084,weekend,night,home
1085,weekend,night,home
1086,weekend,night,home
1087,weekend,morning,home
1088,weekend,morning,home
1089,weekend,morning,home
1090,weekend,morning,home
1091,weekend,morning,home
1092,weekend,morning,home
1093,weekend,afternoon,home
1094,weekend,afternoon,home
1095,weekend,afternoon,home
1096,weekend,afternoon,home
1097,weekend,afternoon,home
1098,weekend,afternoon,store
1099,weekend,evening,restaurant
1100,weekend,evening,home
1101,weekend,evening,home
1102,weekend,evening,home
1103,weekend,night,home
1104,weekend,night,home
1105,weekend,night,home
1106,weekend,night,home
1107,weekend,night,home
1108,weekend,night,home
1109,weekend,night,home
1110,weekend,night,home
